betas,TaskType,StimType,StimCond(0/1),Cue,Image(s) seen/imagined
245,1.0,1.0,1.0,D,"[1006, 620, 989, 1065, 749, 539, 628, 845, 826, 587, 358, 724, 709, 676, 594, 656, 817, 929, 1117, 752, 576, 1116, 550, 701]"
246,1.0,1.0,0.0,T,"[601, 616, 440, 765, 642, 910, 524, 1006, 634, 418, 838, 676, 502, 929, 874, 855, 656, 1108, 832, 798, 1082, 389, 804, 1065]"
247,1.0,1.0,0.0,T,"[601, 616, 440, 765, 642, 910, 524, 1006, 634, 418, 838, 676, 502, 929, 874, 855, 656, 1108, 832, 798, 1082, 389, 804, 1065]"
248,1.0,1.0,1.0,W,"[427, 676, 929, 1016, 1006, 717, 483, 806, 628, 905, 545, 646, 1131, 656, 946, 566, 358, 488, 976, 1065, 594, 430, 903, 852]"
249,1.0,1.0,1.0,W,"[427, 676, 929, 1016, 1006, 717, 483, 806, 628, 905, 545, 646, 1131, 656, 946, 566, 358, 488, 976, 1065, 594, 430, 903, 852]"
250,1.0,1.0,0.0,T,"[1032, 860, 902, 656, 678, 733, 1006, 852, 868, 791, 998, 1076, 640, 833, 676, 1051, 559, 823, 1053, 1065, 722, 929, 662, 814]"
251,1.0,1.0,0.0,T,"[1032, 860, 902, 656, 678, 733, 1006, 852, 868, 791, 998, 1076, 640, 833, 676, 1051, 559, 823, 1053, 1065, 722, 929, 662, 814]"
252,1.0,1.0,1.0,W,"[804, 883, 417, 663, 419, 1013, 438, 1065, 656, 603, 676, 550, 1006, 358, 505, 812, 791, 929, 817, 630, 902, 931, 1134, 989]"
253,1.0,1.0,1.0,W,"[804, 883, 417, 663, 419, 1013, 438, 1065, 656, 603, 676, 550, 1006, 358, 505, 812, 791, 929, 817, 630, 902, 931, 1134, 989]"
254,1.0,1.0,1.0,C,"[868, 540, 1006, 591, 1074, 565, 538, 676, 656, 837, 727, 1073, 1091, 728, 388, 1007, 358, 488, 1065, 717, 929, 559, 640, 671]"
255,1.0,1.0,1.0,C,"[868, 540, 1006, 591, 1074, 565, 538, 676, 656, 837, 727, 1073, 1091, 728, 388, 1007, 358, 488, 1065, 717, 929, 559, 640, 671]"
256,1.0,1.0,1.0,B,"[973, 908, 1006, 1079, 916, 900, 642, 1024, 676, 700, 1065, 607, 599, 601, 358, 524, 856, 466, 614, 656, 390, 691, 929, 662]"
257,1.0,1.0,1.0,B,"[973, 908, 1006, 1079, 916, 900, 642, 1024, 676, 700, 1065, 607, 599, 601, 358, 524, 856, 466, 614, 656, 390, 691, 929, 662]"
258,1.0,1.0,1.0,K,"[1053, 860, 383, 783, 874, 1069, 358, 1088, 443, 1090, 446, 929, 571, 1137, 868, 378, 469, 691, 656, 1006, 676, 660, 802, 1065]"
259,1.0,1.0,1.0,K,"[1053, 860, 383, 783, 874, 1069, 358, 1088, 443, 1090, 446, 929, 571, 1137, 868, 378, 469, 691, 656, 1006, 676, 660, 802, 1065]"
260,1.0,1.0,0.0,B,"[989, 473, 831, 790, 976, 1032, 960, 1065, 726, 1006, 563, 358, 676, 1085, 1134, 829, 656, 1112, 1111, 678, 1088, 987, 595, 938]"
261,1.0,1.0,0.0,B,"[989, 473, 831, 790, 976, 1032, 960, 1065, 726, 1006, 563, 358, 676, 1085, 1134, 829, 656, 1112, 1111, 678, 1088, 987, 595, 938]"
262,1.0,1.0,1.0,C,"[634, 929, 1035, 998, 1082, 775, 972, 594, 483, 1065, 358, 1069, 754, 656, 913, 583, 505, 616, 886, 633, 931, 387, 1006, 676]"
263,1.0,1.0,1.0,C,"[634, 929, 1035, 998, 1082, 775, 972, 594, 483, 1065, 358, 1069, 754, 656, 913, 583, 505, 616, 886, 633, 931, 387, 1006, 676]"
264,1.0,1.0,1.0,T,"[657, 545, 401, 962, 474, 718, 700, 490, 358, 428, 929, 439, 630, 623, 555, 482, 656, 1006, 1111, 726, 676, 904, 1065, 759]"
265,1.0,1.0,1.0,T,"[657, 545, 401, 962, 474, 718, 700, 490, 358, 428, 929, 439, 630, 623, 555, 482, 656, 1006, 1111, 726, 676, 904, 1065, 759]"
266,1.0,1.0,1.0,D,"[656, 819, 676, 913, 1065, 702, 577, 1006, 522, 571, 783, 754, 929, 806, 614, 464, 1086, 419, 358, 886, 491, 982, 1041, 599]"
267,1.0,1.0,1.0,D,"[656, 819, 676, 913, 1065, 702, 577, 1006, 522, 571, 783, 754, 929, 806, 614, 464, 1086, 419, 358, 886, 491, 982, 1041, 599]"
268,1.0,1.0,1.0,K,"[662, 493, 1140, 676, 1006, 722, 916, 1037, 1044, 1022, 888, 702, 539, 776, 929, 953, 1065, 656, 1129, 814, 498, 1109, 501, 358]"
269,1.0,1.0,1.0,K,"[662, 493, 1140, 676, 1006, 722, 916, 1037, 1044, 1022, 888, 702, 539, 776, 929, 953, 1065, 656, 1129, 814, 498, 1109, 501, 358]"
270,1.0,1.0,0.0,D,"[543, 676, 976, 972, 424, 929, 818, 1090, 803, 837, 556, 511, 921, 681, 714, 478, 1006, 816, 793, 1130, 1100, 1101, 656, 358]"
271,1.0,1.0,0.0,D,"[543, 676, 976, 972, 424, 929, 818, 1090, 803, 837, 556, 511, 921, 681, 714, 478, 1006, 816, 793, 1130, 1100, 1101, 656, 358]"
272,1.0,1.0,0.0,K,"[388, 522, 645, 1001, 358, 861, 381, 1112, 1125, 401, 432, 656, 753, 1032, 484, 1007, 1065, 1006, 749, 855, 387, 929, 1085, 1051]"
273,1.0,1.0,0.0,K,"[388, 522, 645, 1001, 358, 861, 381, 1112, 1125, 401, 432, 656, 753, 1032, 484, 1007, 1065, 1006, 749, 855, 387, 929, 1085, 1051]"
274,1.0,1.0,0.0,B,"[897, 358, 432, 656, 613, 860, 446, 1006, 1036, 371, 1123, 1128, 676, 718, 1108, 430, 592, 769, 1072, 1065, 1119, 550, 883, 832]"
275,1.0,1.0,0.0,B,"[897, 358, 432, 656, 613, 860, 446, 1006, 1036, 371, 1123, 1128, 676, 718, 1108, 430, 592, 769, 1072, 1065, 1119, 550, 883, 832]"
276,1.0,1.0,1.0,T,"[1069, 1095, 717, 558, 751, 358, 646, 483, 861, 829, 676, 929, 443, 693, 1065, 769, 679, 656, 505, 1006, 843, 1036, 638, 883]"
277,1.0,1.0,1.0,T,"[1069, 1095, 717, 558, 751, 358, 646, 483, 861, 829, 676, 929, 443, 693, 1065, 769, 679, 656, 505, 1006, 843, 1036, 638, 883]"
278,1.0,1.0,0.0,K,"[648, 679, 999, 358, 929, 790, 728, 583, 537, 390, 921, 837, 599, 1065, 1130, 582, 908, 1035, 656, 601, 686, 664, 843, 1006]"
279,1.0,1.0,0.0,K,"[648, 679, 999, 358, 929, 790, 728, 583, 537, 390, 921, 837, 599, 1065, 1130, 582, 908, 1035, 656, 601, 686, 664, 843, 1006]"
280,1.0,1.0,0.0,W,"[358, 487, 751, 1065, 701, 576, 934, 676, 752, 982, 818, 1036, 929, 441, 764, 693, 371, 1086, 1047, 1074, 803, 726, 882, 1006]"
281,1.0,1.0,0.0,W,"[358, 487, 751, 1065, 701, 576, 934, 676, 752, 982, 818, 1036, 929, 441, 764, 693, 371, 1086, 1047, 1074, 803, 726, 882, 1006]"
282,1.0,1.0,0.0,B,"[645, 409, 1065, 491, 864, 752, 676, 701, 405, 1116, 400, 412, 657, 620, 358, 1006, 1046, 872, 418, 513, 556, 982, 826, 656]"
283,1.0,1.0,0.0,B,"[645, 409, 1065, 491, 864, 752, 676, 701, 405, 1116, 400, 412, 657, 620, 358, 1006, 1046, 872, 418, 513, 556, 982, 826, 656]"
284,1.0,1.0,1.0,C,"[929, 852, 669, 384, 1140, 660, 623, 1006, 812, 1094, 816, 1022, 676, 853, 358, 469, 1065, 628, 990, 502, 656, 1047, 814, 785]"
285,1.0,1.0,1.0,C,"[929, 852, 669, 384, 1140, 660, 623, 1006, 812, 1094, 816, 1022, 676, 853, 358, 469, 1065, 628, 990, 502, 656, 1047, 814, 785]"
286,1.0,1.0,0.0,D,"[1028, 990, 378, 667, 375, 1131, 660, 358, 929, 595, 1016, 1001, 1079, 501, 676, 812, 1006, 1129, 775, 607, 398, 973, 387, 656]"
287,1.0,1.0,0.0,D,"[1028, 990, 378, 667, 375, 1131, 660, 358, 929, 595, 1016, 1001, 1079, 501, 676, 812, 1006, 1129, 775, 607, 398, 973, 387, 656]"
288,1.0,1.0,0.0,C,"[733, 1028, 676, 804, 921, 705, 818, 774, 918, 932, 582, 358, 749, 498, 443, 484, 803, 1137, 929, 1086, 656, 1065, 1125, 905]"
289,1.0,1.0,0.0,C,"[733, 1028, 676, 804, 921, 705, 818, 774, 918, 932, 582, 358, 749, 498, 443, 484, 803, 1137, 929, 1086, 656, 1065, 1125, 905]"
290,1.0,1.0,0.0,K,"[1065, 727, 856, 440, 767, 800, 853, 1024, 473, 515, 642, 412, 929, 695, 1091, 457, 656, 563, 556, 358, 538, 769, 973, 1006]"
291,1.0,1.0,0.0,K,"[1065, 727, 856, 440, 767, 800, 853, 1024, 473, 515, 642, 412, 929, 695, 1091, 457, 656, 563, 556, 358, 538, 769, 973, 1006]"
292,1.0,1.0,1.0,B,"[656, 1099, 904, 825, 417, 724, 985, 1065, 441, 1101, 1006, 767, 577, 428, 759, 358, 447, 676, 819, 999, 845, 929, 667, 482]"
293,1.0,1.0,1.0,B,"[656, 1099, 904, 825, 417, 724, 985, 1065, 441, 1101, 1006, 767, 577, 428, 759, 358, 447, 676, 819, 999, 845, 929, 667, 482]"
294,1.0,1.0,0.0,C,"[1090, 493, 1117, 882, 545, 783, 424, 843, 838, 1100, 676, 793, 427, 516, 358, 474, 610, 903, 929, 656, 1065, 773, 1095, 742]"
295,1.0,1.0,0.0,C,"[1090, 493, 1117, 882, 545, 783, 424, 843, 838, 1100, 676, 793, 427, 516, 358, 474, 610, 903, 929, 656, 1065, 773, 1095, 742]"
296,1.0,1.0,1.0,D,"[358, 897, 605, 932, 1024, 831, 985, 929, 710, 563, 853, 381, 1065, 999, 676, 1125, 656, 1006, 887, 987, 742, 1091, 447, 1074]"
297,1.0,1.0,1.0,D,"[358, 897, 605, 932, 1024, 831, 985, 929, 710, 563, 853, 381, 1065, 999, 676, 1125, 656, 1006, 887, 987, 742, 1091, 447, 1074]"
298,1.0,1.0,1.0,B,"[676, 902, 929, 1129, 1065, 1006, 776, 646, 1016, 375, 648, 1041, 750, 833, 367, 630, 834, 358, 656, 479, 1001, 1109, 823, 679]"
299,1.0,1.0,1.0,B,"[676, 902, 929, 1129, 1065, 1006, 776, 646, 1016, 375, 648, 1041, 750, 833, 367, 630, 834, 358, 656, 479, 1001, 1109, 823, 679]"
300,1.0,1.0,1.0,W,"[656, 834, 962, 607, 929, 827, 610, 613, 876, 591, 671, 1108, 639, 676, 616, 1006, 1065, 558, 1079, 886, 595, 358, 932, 1000]"
301,1.0,1.0,1.0,W,"[656, 834, 962, 607, 929, 827, 610, 613, 876, 591, 671, 1108, 639, 676, 616, 1006, 1065, 558, 1079, 886, 595, 358, 932, 1000]"
302,1.0,1.0,1.0,T,"[1038, 656, 532, 493, 1006, 1065, 430, 358, 929, 676, 1099, 1007, 900, 727, 479, 691, 538, 432, 800, 1123, 1035, 827, 566, 785]"
303,1.0,1.0,1.0,T,"[1038, 656, 532, 493, 1006, 1065, 430, 358, 929, 676, 1099, 1007, 900, 727, 479, 691, 538, 432, 800, 1123, 1035, 827, 566, 785]"
304,1.0,1.0,0.0,D,"[767, 388, 367, 834, 764, 1000, 466, 1006, 473, 457, 916, 476, 918, 931, 686, 1022, 656, 441, 358, 1073, 760, 676, 645, 929]"
305,1.0,1.0,0.0,D,"[767, 388, 367, 834, 764, 1000, 466, 1006, 473, 457, 916, 476, 918, 931, 686, 1022, 656, 441, 358, 1073, 760, 676, 645, 929]"
306,1.0,1.0,0.0,W,"[929, 1128, 1123, 540, 1072, 872, 373, 714, 398, 820, 1065, 773, 1038, 466, 359, 358, 657, 405, 681, 987, 1006, 991, 735, 676]"
307,1.0,1.0,0.0,W,"[929, 1128, 1123, 540, 1072, 872, 373, 714, 398, 820, 1065, 773, 1038, 466, 359, 358, 657, 405, 681, 987, 1006, 991, 735, 676]"
308,1.0,1.0,1.0,C,"[576, 991, 558, 490, 571, 929, 887, 1065, 457, 1053, 930, 946, 798, 358, 476, 1131, 764, 962, 1006, 656, 686, 676, 909, 802]"
309,1.0,1.0,1.0,C,"[576, 991, 558, 490, 571, 929, 887, 1065, 457, 1053, 930, 946, 798, 358, 476, 1131, 764, 962, 1006, 656, 686, 676, 909, 802]"
310,1.0,1.0,1.0,T,"[1006, 412, 358, 516, 821, 953, 603, 1014, 1044, 583, 1065, 929, 774, 1013, 856, 888, 656, 669, 1119, 540, 1128, 991, 676, 513]"
311,1.0,1.0,1.0,T,"[1006, 412, 358, 516, 821, 953, 603, 1014, 1044, 583, 1065, 929, 774, 1013, 856, 888, 656, 669, 1119, 540, 1128, 991, 676, 513]"
312,1.0,1.0,1.0,K,"[1065, 838, 733, 476, 358, 640, 656, 929, 555, 1116, 1014, 676, 400, 1073, 864, 516, 1099, 1006, 759, 798, 918, 775, 816, 909]"
313,1.0,1.0,1.0,K,"[1065, 838, 733, 476, 358, 640, 656, 929, 555, 1116, 1014, 676, 400, 1073, 864, 516, 1099, 1006, 759, 798, 918, 775, 816, 909]"
314,1.0,1.0,0.0,W,"[464, 592, 829, 1065, 513, 793, 929, 823, 418, 511, 502, 367, 676, 1006, 705, 825, 490, 543, 638, 831, 1117, 765, 479, 358]"
315,1.0,1.0,0.0,W,"[464, 592, 829, 1065, 513, 793, 929, 823, 418, 511, 502, 367, 676, 1006, 705, 825, 490, 543, 638, 831, 1117, 765, 479, 358]"
316,1.0,1.0,1.0,B,"[358, 1051, 888, 605, 381, 910, 1065, 555, 676, 656, 820, 639, 800, 1044, 929, 419, 821, 681, 1006, 497, 695, 953, 735, 398]"
317,1.0,1.0,1.0,B,"[358, 1051, 888, 605, 381, 910, 1065, 555, 676, 656, 820, 639, 800, 1044, 929, 419, 821, 681, 1006, 497, 695, 953, 735, 398]"
318,1.0,1.0,0.0,T,"[802, 592, 409, 417, 383, 390, 903, 929, 359, 400, 908, 930, 1137, 909, 1006, 705, 656, 1065, 1112, 820, 735, 676, 379, 537]"
319,1.0,1.0,0.0,T,"[802, 592, 409, 417, 383, 390, 903, 929, 359, 400, 908, 930, 1137, 909, 1006, 705, 656, 1065, 1112, 820, 735, 676, 379, 537]"
320,1.0,1.0,0.0,C,"[358, 656, 693, 1130, 1013, 861, 827, 532, 874, 1037, 537, 876, 389, 702, 438, 1065, 359, 378, 522, 676, 753, 587, 1038, 929]"
321,1.0,1.0,0.0,C,"[358, 656, 693, 1130, 1013, 861, 827, 532, 874, 1037, 537, 876, 389, 702, 438, 1065, 359, 378, 522, 676, 753, 587, 1038, 929]"
322,1.0,1.0,0.0,W,"[985, 887, 409, 774, 358, 1046, 618, 676, 1065, 904, 1094, 929, 1006, 379, 634, 897, 895, 724, 532, 491, 819, 565, 605, 758]"
323,1.0,1.0,0.0,W,"[985, 887, 409, 774, 358, 1046, 618, 676, 1065, 904, 1094, 929, 1006, 379, 634, 897, 895, 724, 532, 491, 819, 565, 605, 758]"
324,1.0,1.0,0.0,C,"[663, 929, 603, 439, 566, 383, 709, 1065, 676, 358, 895, 772, 791, 765, 373, 543, 656, 638, 751, 934, 464, 806, 515, 1000]"
325,1.0,1.0,0.0,C,"[663, 929, 603, 439, 566, 383, 709, 1065, 676, 358, 895, 772, 791, 765, 373, 543, 656, 638, 751, 934, 464, 806, 515, 1000]"
326,1.0,1.0,1.0,K,"[656, 474, 929, 375, 524, 614, 424, 478, 577, 358, 1065, 620, 772, 559, 384, 676, 482, 1006, 428, 1041, 913, 760, 785, 930]"
327,1.0,1.0,1.0,K,"[656, 474, 929, 375, 524, 614, 424, 478, 577, 358, 1065, 620, 772, 559, 384, 676, 482, 1006, 428, 1041, 913, 760, 785, 930]"
328,1.0,1.0,0.0,T,"[427, 728, 565, 1085, 613, 1109, 1094, 1072, 825, 946, 1006, 497, 591, 610, 498, 371, 438, 864, 1046, 676, 938, 929, 1065, 656]"
329,1.0,1.0,0.0,T,"[427, 728, 565, 1085, 613, 1109, 1094, 1072, 825, 946, 1006, 497, 591, 610, 498, 371, 438, 864, 1046, 676, 938, 929, 1065, 656]"
330,1.0,1.0,0.0,B,"[401, 758, 1014, 710, 676, 539, 1006, 714, 358, 722, 855, 487, 817, 440, 656, 760, 478, 1065, 511, 618, 379, 664, 501, 1076]"
331,1.0,1.0,0.0,B,"[401, 758, 1014, 710, 676, 539, 1006, 714, 358, 722, 855, 487, 817, 440, 656, 760, 478, 1065, 511, 618, 379, 664, 501, 1076]"
332,1.0,1.0,1.0,W,"[389, 1095, 929, 358, 447, 833, 742, 938, 1006, 750, 633, 1100, 656, 676, 1065, 587, 998, 678, 439, 990, 1111, 900, 960, 1076]"
333,1.0,1.0,1.0,W,"[389, 1095, 929, 358, 447, 833, 742, 938, 1006, 750, 633, 1100, 656, 676, 1065, 587, 998, 678, 439, 990, 1111, 900, 960, 1076]"
334,1.0,1.0,0.0,D,"[773, 876, 663, 373, 676, 656, 872, 358, 790, 882, 618, 384, 905, 1006, 1134, 405, 753, 929, 633, 639, 758, 671, 488, 1088]"
335,1.0,1.0,0.0,D,"[773, 876, 663, 373, 676, 656, 872, 358, 790, 882, 618, 384, 905, 1006, 1134, 405, 753, 929, 633, 639, 758, 671, 488, 1088]"
336,2.0,1.0,,W,[656]
337,2.0,1.0,,C,[1006]
338,2.0,1.0,,W,[656]
339,2.0,1.0,,D,[1065]
340,2.0,1.0,,T,[358]
341,2.0,1.0,,B,[929]
342,2.0,1.0,,D,[1065]
343,2.0,1.0,,K,[676]
344,2.0,1.0,,W,[656]
345,2.0,1.0,,K,[676]
346,2.0,1.0,,C,[1006]
347,2.0,1.0,,K,[676]
348,2.0,1.0,,T,[358]
349,2.0,1.0,,D,[1065]
350,2.0,1.0,,C,[1006]
351,2.0,1.0,,W,[656]
352,2.0,1.0,,C,[1006]
353,2.0,1.0,,D,[1065]
354,2.0,1.0,,B,[929]
355,2.0,1.0,,K,[676]
356,2.0,1.0,,D,[1065]
357,2.0,1.0,,T,[358]
358,2.0,1.0,,D,[1065]
359,2.0,1.0,,C,[1006]
360,2.0,1.0,,W,[656]
361,2.0,1.0,,C,[1006]
362,2.0,1.0,,T,[358]
363,2.0,1.0,,W,[656]
364,2.0,1.0,,B,[929]
365,2.0,1.0,,W,[656]
366,2.0,1.0,,K,[676]
367,2.0,1.0,,B,[929]
368,2.0,1.0,,T,[358]
369,2.0,1.0,,D,[1065]
370,2.0,1.0,,K,[676]
371,2.0,1.0,,B,[929]
372,2.0,1.0,,K,[676]
373,2.0,1.0,,B,[929]
374,2.0,1.0,,C,[1006]
375,2.0,1.0,,W,[656]
376,2.0,1.0,,T,[358]
377,2.0,1.0,,B,[929]
378,2.0,1.0,,C,[1006]
379,2.0,1.0,,K,[676]
380,2.0,1.0,,T,[358]
381,2.0,1.0,,D,[1065]
382,2.0,1.0,,B,[929]
383,2.0,1.0,,T,[358]
384,0.0,2.0,0.0,Y,[741]
385,0.0,2.0,0.0,M,[875]
386,0.0,2.0,1.0,N,[448]
387,0.0,2.0,1.0,S,[712]
388,0.0,2.0,1.0,N,[792]
389,0.0,2.0,1.0,Y,[761]
390,0.0,2.0,0.0,S,[746]
391,0.0,2.0,0.0,S,[414]
392,0.0,2.0,1.0,Z,[526]
393,0.0,2.0,0.0,N,[579]
394,0.0,2.0,1.0,Z,[480]
395,0.0,2.0,1.0,M,[413]
396,0.0,2.0,0.0,Z,[609]
397,0.0,2.0,1.0,F,[1098]
398,0.0,2.0,0.0,N,[1015]
399,0.0,2.0,1.0,F,[815]
400,0.0,2.0,0.0,Z,[808]
401,0.0,2.0,1.0,M,[1096]
402,0.0,2.0,1.0,S,[460]
403,0.0,2.0,1.0,F,[385]
404,0.0,2.0,0.0,F,[842]
405,0.0,2.0,0.0,Z,[530]
406,0.0,2.0,0.0,Y,[600]
407,0.0,2.0,0.0,S,[911]
408,0.0,2.0,1.0,Y,[949]
409,0.0,2.0,1.0,F,[477]
410,0.0,2.0,0.0,Y,[1068]
411,0.0,2.0,1.0,S,[622]
412,0.0,2.0,1.0,Y,[421]
413,0.0,2.0,1.0,S,[766]
414,0.0,2.0,0.0,F,[797]
415,0.0,2.0,0.0,S,[561]
416,0.0,2.0,0.0,F,[621]
417,0.0,2.0,0.0,M,[997]
418,0.0,2.0,1.0,M,[475]
419,0.0,2.0,0.0,N,[611]
420,0.0,2.0,1.0,N,[906]
421,0.0,2.0,1.0,Z,[794]
422,0.0,2.0,0.0,M,[626]
423,0.0,2.0,1.0,Z,[863]
424,0.0,2.0,1.0,N,[677]
425,0.0,2.0,0.0,N,[544]
426,0.0,2.0,0.0,Y,[368]
427,0.0,2.0,1.0,Y,[851]
428,0.0,2.0,0.0,Z,[740]
429,0.0,2.0,0.0,F,[711]
430,0.0,2.0,0.0,M,[456]
431,0.0,2.0,1.0,M,[429]
432,1.0,2.0,0.0,M,"[737, 416, 782, 452, 423, 799, 454, 518, 692, 893, 525, 1049, 486, 840, 981, 1043, 739, 567, 453, 729, 617, 743, 1021, 1120]"
433,1.0,2.0,0.0,M,"[737, 416, 782, 452, 423, 799, 454, 518, 692, 893, 525, 1049, 486, 840, 981, 1043, 739, 567, 453, 729, 617, 743, 1021, 1120]"
434,1.0,2.0,1.0,S,"[939, 1019, 884, 624, 950, 570, 1113, 755, 907, 979, 435, 840, 708, 781, 698, 1045, 1089, 666, 523, 914, 602, 370, 964, 1026]"
435,1.0,2.0,1.0,S,"[939, 1019, 884, 624, 950, 570, 1113, 755, 907, 979, 435, 840, 708, 781, 698, 1045, 1089, 666, 523, 914, 602, 370, 964, 1026]"
436,1.0,2.0,1.0,M,"[606, 1070, 1008, 907, 878, 570, 824, 748, 1132, 422, 713, 1122, 403, 880, 1027, 848, 933, 589, 1102, 527, 444, 647, 1042, 684]"
437,1.0,2.0,1.0,M,"[606, 1070, 1008, 907, 878, 570, 824, 748, 1132, 422, 713, 1122, 403, 880, 1027, 848, 933, 589, 1102, 527, 444, 647, 1042, 684]"
438,1.0,2.0,0.0,N,"[824, 859, 965, 854, 891, 688, 422, 517, 604, 452, 519, 386, 917, 1010, 573, 862, 568, 964, 919, 984, 892, 1039, 993, 848]"
439,1.0,2.0,0.0,N,"[824, 859, 965, 854, 891, 688, 422, 517, 604, 452, 519, 386, 917, 1010, 573, 862, 568, 964, 919, 984, 892, 1039, 993, 848]"
440,1.0,2.0,1.0,Z,"[361, 596, 578, 644, 548, 731, 462, 631, 581, 636, 369, 525, 890, 1070, 492, 869, 531, 968, 535, 1104, 955, 689, 586, 585]"
441,1.0,2.0,1.0,Z,"[361, 596, 578, 644, 548, 731, 462, 631, 581, 636, 369, 525, 890, 1070, 492, 869, 531, 968, 535, 1104, 955, 689, 586, 585]"
